ID,Country,Name,Product,Electric capacity,zone_el,Demand price
PtX24FR,FR,Hyflexpower,Hydrogen,0.182951045,FR,40.60598779
PtX25FR,FR,METHYCENTRE,Hydrogen,0.028586101,FR,41.45493182
PtX26FR,FR,NormandHy  Air Liquide ,Hydrogen,22.86888058,FR,39.68796141
PtX27FR,FR,H2V 59 1st phase,Hydrogen,22.86888058,FR,38.24486079
PtX28FR,FR,H2V 59 2nd phase,Hydrogen,34.30332087,FR,45.03238377
PtX29FR,FR,Armor Hydrogene,Hydrogen,0.457377612,FR,38.44106963
PtX30FR,FR,H2HUB,Hydrogen,0.228688806,FR,41.64283357
PtX31FR,FR,Horizeo project ,Hydrogen,1.143444029,FR,40.01578439
PtX32FR,FR,Zero Emission Valley ZEV  Clermont Ferrand,Hydrogen,0.228688806,FR,39.35562248
PtX33FR,FR,H2 Creteil,Hydrogen,0.285861007,FR,39.78660708
PtX34FR,FR,Centrale Electrique de lOuest Guyanais CEOG,Hydrogen,1.829510447,FR,44.84630426
PtX35FR,FR,HyGeo,Hydrogen,0.114344403,FR,42.81031856
PtX36FR,FR,Vallee Hydrogene Grand Ouest VHyGO  SaintNazaire,Hydrogen,0.171516604,FR,42.56530148
PtX37FR,FR,Vallee Hydrogene Grand Ouest VHyGO  Dieppe,Hydrogen,5.72E-02,FR,40.35142557
PtX38FR,FR,NELLhyfe Agreement,Hydrogen,0.114344403,FR,45.96854783
PtX39FR,FR,Sirea  Castres site,Hydrogen,4.92E-02,FR,42.16395901
PtX40FR,FR,Sealhyfe,Hydrogen,0.114344403,FR,41.13966902
PtX41FR,FR,Veolia wastewater sludge plant,Hydrogen,0.114344403,FR,39.54607884
PtX42FR,FR,Gonfreville Raffinerie,Hydrogen,0.114344403,FR,39.46742889
PtX43FR,FR,Hypster,Hydrogen,0.114344403,FR,39.7374326
PtX44FR,FR,Hynovi  Vicat MontalieuVercieu cement plant,Methanol,330,FR,77.99479259
PtX45FR,FR,H2PiyR Pamiers,Hydrogen,0.114344403,FR,42.21721109
PtX46FR,FR,AuxHYGen Phase 2,Hydrogen,0.228688806,FR,46.16600733
PtX47FR,FR,H2V Marseille  Fos Phase 1,Hydrogen,11.43444029,FR,42.8020947
PtX49FR,FR,NFC Belfort Phase 1,Hydrogen,0.114344403,FR,40.64628156
PtX50FR,FR,BorealisHynamic MoU Green Ammonia,Ammonia,30,FR,24.12636895
PtX51FR,FR,Reuze,Hydrogen,45.73776116,FR,39.45822159
PtX52FR,FR,Air Liquide Dunkirk,Hydrogen,45.73776116,FR,47.6166904
PtX53FR,FR,EmilHy Phase 1,Hydrogen,22.86888058,FR,44.52316052
PtX54FR,FR,EmilHy Phase 2,Hydrogen,22.86888058,FR,42.59384738
PtX55FR,FR,H2 PierreBenite Phase 1,Hydrogen,2.286888058,FR,47.83081161
PtX56FR,FR,CorrHydOcc Occitanie H2 Corridor,Hydrogen,2.286888058,FR,38.43749385
PtX57FR,FR,Val dHygo Occitanie H2 Corridor,Hydrogen,0.571722015,FR,37.96191133
PtX58FR,FR,GH2 Ambes Phase 1,Hydrogen,11.43444029,FR,45.62021076
PtX59FR,FR,GH2 Ambes Phase 2 final,Hydrogen,22.86888058,FR,44.76713566
PtX60FR,FR,Masshylia,Hydrogen,13.72132835,FR,43.66552841
PtX61FR,FR,H2 Loire Vallee H2LV,Hydrogen,0.457377612,FR,45.03297738
PtX62FR,FR,Dijon Metropole Smart EnergHy DMSE  Station 1,Hydrogen,0.114344403,FR,43.52000581
PtX63FR,FR,Porte de St Cloud HRS station,Hydrogen,0.285861007,FR,37.62270247
PtX64FR,FR,GravitHy,Hydrogen,80.04108204,FR,40.65003207
PtX65FR,FR,PauLescar Biofactory,Methane,1,FR,9.685160942
PtX66FR,FR,CAGOU  New Caledonia,Hydrogen,6.159849318,FR,44.4652587
PtX67FR,FR,Sunrhyse,Hydrogen,3.430332087,FR,43.34114566
PtX68FR,FR,HYNOVERA Phase 1,Hydrogen,13.72132835,FR,39.32551241
PtX69FR,FR,Vallee Hydrogene Grand Ouest VHyGO  H2 Ouest Phase 2,Hydrogen,0.200102705,FR,41.72988193
PtX70FR,FR,Lhyfe Bretagne  Buleon,Hydrogen,0.571722015,FR,39.20210669
PtX71FR,FR,Grandpuits biorefinery,Hydrogen,0.114344403,FR,46.48681218
PtX72FR,FR,Flins Plant  HYVIA,Hydrogen,0.114344403,FR,40.08568678
PtX73FR,FR,H2Montoir,Hydrogen,0.114344403,FR,42.11981827
PtX74FR,FR,Hydrogen from Biomass,Hydrogen,0.114344403,FR,43.2613382
PtX75FR,FR,Denain  Phase I,Hydrogen,0.285861007,FR,38.98246436
PtX76FR,FR,Denain  Phase II,Hydrogen,13.72132835,FR,41.89155185
PtX77FR,FR,CarlHYng,Hydrogen,34.30332087,FR,41.81569528
PtX78FR,FR,AlpHyne,Hydrogen,0.228688806,FR,40.4509353
PtX79FR,FR,H2BYCOL,Hydrogen,0.114344403,FR,43.44880856
PtX80FR,FR,Hynamics Dunkirk,Hydrogen,0.114344403,FR,46.47771655
PtX81FR,FR,Hynamics MartresTolosane,Hydrogen,0.228688806,FR,47.68601745
PtX82FR,FR,Vitry H2,Hydrogen,0.228688806,FR,41.21247745
PtX83FR,FR,Hynamics LH2,Hydrogen,0.228688806,FR,41.32075138
PtX84FR,FR,Hynamics VSGP,Hydrogen,0.228688806,FR,44.17295071
PtX85FR,FR,Hynamics Cannes,Hydrogen,0.228688806,FR,39.22543138
PtX86FR,FR,Hynamics Hydom,Hydrogen,9.719274247,FR,44.12104455
PtX87FR,FR,Take Kair,Hydrogen,22.86888058,FR,45.2224267
PtX88FR,FR,H2V Marseille  Fos Phase 2,Hydrogen,11.43444029,FR,44.88072067
PtX89FR,FR,H2V Marseille  Fos Phase 3,Hydrogen,11.43444029,FR,47.66801708
PtX90FR,FR,H2V Marseille  Fos Phase 4,Hydrogen,11.43444029,FR,40.0862068
PtX91FR,FR,H2V Marseille  Fos Phase 5,Hydrogen,11.43444029,FR,46.75390279
PtX92FR,FR,H2 PierreBenite Phase 2 final,Hydrogen,2.286888058,FR,39.01081966
PtX93FR,FR,Dijon Metropole Smart EnergHy DMSE  Station 2,Hydrogen,0.228688806,FR,38.36881382
PtX94FR,FR,NFC Belfort Phase 2,Hydrogen,0.114344403,FR,43.11157038
PtX95FR,FR,EcoH2 Breizh1,Hydrogen,1.143444029,FR,39.89689763
PtX96FR,FR,EcoH2 Breizh2,Hydrogen,1.143444029,FR,45.04551974
PtX97FR,FR,HyCOR,Hydrogen,2.286888058,FR,41.76489917
PtX98FR,FR,DepHy2A Ajaccio,Hydrogen,0.571722015,FR,42.36252133
PtX99FR,FR,DepHy2B Bastia,Hydrogen,0.571722015,FR,38.54064264
PtX100FR,FR,Vhya Lorraine,Hydrogen,1.029099626,FR,40.8087218
PtX101FR,FR,H2V Thionville P1,Hydrogen,22.86888058,FR,39.6197811
PtX102FR,FR,H2V Thionville P2,Hydrogen,22.86888058,FR,42.9730939
PtX103FR,FR,H2V Valenciennes P1,Hydrogen,22.86888058,FR,47.09577213
PtX104FR,FR,H2V Valenciennes P2,Hydrogen,22.86888058,FR,38.70559508
PtX105FR,FR,EcoH2,Hydrogen,1.143444029,FR,43.32736179
PtX106FR,FR,HyLan,Hydrogen,3.430332087,FR,44.44419321
PtX107FR,FR,HyVENCE,Hydrogen,6.860664175,FR,46.19715071
PtX108FR,FR,Usine Trange,Hydrogen,0.114344403,FR,38.74357819
PtX111FR,FR,eMLacq part of ECHO,Methanol,260,FR,80.78002513
PtX112FR,FR,H2 Bordeaux,Hydrogen,3.473599239,FR,38.32967375
PtX113FR,FR,BioTJet part of ECHO,Hydrogen,29.72954476,FR,38.29994882
PtX114FR,FR,eSAF France Kereauzen project,Hydrogen,29.15782274,FR,41.47177653
PtX115FR,FR,Zero Emission Valley ZEV  Le Cheylas,Hydrogen,0.571722015,FR,46.76967387
PtX116FR,FR,eMRhone,Methanol,290.6103424,FR,75.5664949
PtX117FR,FR,Hapora Project,Hydrogen,40.02054102,FR,41.62593158
PtX118FR,FR,Lhyfe Nantes SaintNazaire hydrogen plant,Hydrogen,22.86888058,FR,44.16705843
PtX119FR,FR,EmilHy  pilot,Hydrogen,0.171516604,FR,45.34652238
PtX120FR,FR,EnrHy4,Hydrogen,0.457377612,FR,43.09188247
PtX121FR,FR,TESVigHy,Hydrogen,0.285861007,FR,41.99471027
PtX122FR,FR,Hytouraine,Hydrogen,0.571722015,FR,46.710207
PtX123FR,FR,FertigHy first plant,Ammonia,200,FR,28.47088904
PtX124FR,FR,ArcelorMittal Florange steel plant,Hydrogen,0.114344403,FR,38.63008264
PtX125FR,FR,New Horizon,Hydrogen,11.43444029,FR,43.25200493
PtX126FR,FR,MoU Lhyfe and SAF,Hydrogen,34.30332087,FR,38.65991638
PtX127FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX128FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX129FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX130FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX131FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX132FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX133FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX134FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX135FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX136FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX137FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX138FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX139FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX140FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX141FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX142FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX143FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX144FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX145FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX146FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX147FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX148FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX149FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX150FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX151FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX152FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX153FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX154FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX155FR,FR,New electrolysis507725640973672435805657505924,Hydrogen,114.3444029,FR,43.19067923
PtX1HR,HR,Rijeka oil refinery ,Hydrogen,6.301980198,HR,43.72285911
PtX2HR,HR,Kutina Petrokemija ammonia,Ammonia,20,HR,19.60001777
PtX4HR,HR,New electrolysis507725640973672240190035882783,Hydrogen,630.1980198,HR,43.19067923
PtX5HR,HR,New electrolysis507725640973672240190035882783,Hydrogen,630.1980198,HR,43.19067923
PtX1IT,IT,Troia  STOREGO,Methane,0.2,IT,14.6817143
PtX2IT,IT,REFLEX,Hydrogen,5.59E-03,IT,53.1622064
PtX3IT,IT,Hydrogen Valley South Tyrol  Bolzano CHIC,Hydrogen,0.22066332,IT,47.11595961
PtX4IT,IT,H2 from the sun Brunate,Hydrogen,1.03E-03,IT,42.01344908
PtX5IT,IT,INGRID,Hydrogen,0.176530656,IT,42.03666771
PtX6IT,IT,IPCEI SilverFrog,Hydrogen,0.14710888,IT,43.61144557
PtX7IT,IT,Greenhouse heating solarH2,Hydrogen,3.68E-04,IT,40.72005481
PtX8IT,IT,PVFCSYS Agrate,Hydrogen,5.00E-04,IT,44.04774588
PtX9IT,IT,IPCEI Green Crane Italy Hubs,Hydrogen,0.14710888,IT,45.23907372
PtX10IT,IT,Gela refinery,Hydrogen,2.942177598,IT,40.61601405
PtX11IT,IT,Taranto Sustainable Refinery,Hydrogen,1.471088799,IT,37.09081833
PtX12IT,IT,Saras Sardinia refinery  IPCEI,Hydrogen,2.942177598,IT,41.83422615
PtX13IT,IT,Puglia green hydrogen valley  Taranto plant,Hydrogen,14.71088799,IT,45.64101753
PtX14IT,IT,Pegasus,Methane,23,IT,7.591699042
PtX15IT,IT,Electrolyzers with network related function in Apulia  Phase 1,Hydrogen,13.23979919,IT,45.49163603
PtX16IT,IT,Sapio  Mantova,Hydrogen,0.14710888,IT,47.07615842
PtX17IT,IT,CRS4Italgas Sardinia,Methane,1,IT,16.4558223
PtX18IT,IT,ZEHUS,Hydrogen,0.58843552,IT,46.72908176
PtX20IT,IT,H2 Valcamonica,Hydrogen,0.88265328,IT,38.65298641
PtX21IT,IT,Carlentini Energy park Sicily,Hydrogen,0.58843552,IT,46.15419291
PtX22IT,IT,Puglia green hydrogen valley  Brindisi plant,Hydrogen,8.826532795,IT,40.49787021
PtX23IT,IT,RENEWSTABLE SARDIDROGENO,Hydrogen,2.353742079,IT,40.17998496
PtX24IT,IT,Valle Peligna Green Hydrogen Project,Hydrogen,4.413266398,IT,44.09820495
PtX25IT,IT,ENI Venice biorefinery Porto Marghera Ravenna phase 2,Hydrogen,0.14710888,IT,47.77234956
PtX26IT,IT,HyMed,Hydrogen,147.1088799,IT,43.62733103
PtX27IT,IT,Smartenergy Porto Torres phase 1,Hydrogen,2.942177598,IT,39.63755649
PtX28IT,IT,Smartenergy Porto Torres phase 3,Hydrogen,26.47959839,IT,47.19670719
PtX29IT,IT,Hybla Project,Hydrogen,11.76871039,IT,45.41768508
PtX30IT,IT,Fiume Santo demo plant,Hydrogen,0.14710888,IT,38.22836512
PtX31IT,IT,Fiume Santo comercial plant,Hydrogen,7.355443996,IT,47.33522863
PtX33IT,IT,Eni Sannazzaro Waste to MethanolH2,Hydrogen,0.14710888,IT,39.09323462
PtX35IT,IT,Electrolyzers with network related function in Sicily  Phase 1,Methane,90,IT,9.048585793
PtX37IT,IT,IdrogeMO,Hydrogen,0.3677722,IT,43.98867127
PtX38IT,IT,AEM Nexus for Metal Hardening Process,Hydrogen,0.14710888,IT,42.88508497
PtX39IT,IT,AxpoENEGO green hydrogen,Hydrogen,14.71088799,IT,43.70714986
PtX40IT,IT,Brindisi Green Hydrogen,Hydrogen,0.29421776,IT,46.5948311
PtX42IT,IT,Sapio  Mantova green hydrogen,Hydrogen,1.350459518,IT,44.67937302
PtX43IT,IT,Sapio  Porto Marghera green hydrogen,Hydrogen,0.7355444,IT,41.83537171
PtX44IT,IT,Sangraf Italy graphite plant,Hydrogen,1.176871039,IT,38.57658546
PtX45IT,IT,SIRAM green hydrogen plant in Termoli,Hydrogen,117.6871039,IT,43.22826258
PtX47IT,IT,H2Iseo valley,Hydrogen,0.7355444,IT,39.8041495
PtX48IT,IT,AEM Nexus for H2 Fuel station,Hydrogen,0.58843552,IT,39.56271195
PtX49IT,IT,AEM Nexus for H2 Refueling Station,Hydrogen,0.44132664,IT,41.40685188
PtX50IT,IT,Hydrogen and Innovative Energy Park in Marghera,Hydrogen,1.176871039,IT,42.86433775
PtX51IT,IT,Olga,Hydrogen,0.14710888,IT,45.5936193
PtX52IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX53IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX54IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX55IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX56IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX57IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX58IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX59IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX60IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX61IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX62IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX63IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX64IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX65IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX66IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX67IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX68IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX69IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX70IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX71IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX72IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX73IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX74IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX75IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX76IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX77IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX78IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX79IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX80IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX81IT,IT,New electrolysis507725640973672560682294086014,Hydrogen,147.1088799,IT,43.19067923
PtX1LT,LT,Hydrogen injection into the gas network in Lithuania,Hydrogen,2.95E-02,LV,47.70610844
PtX2LT,LT,Achema  green hydrogen plant,Hydrogen,5.043255997,LV,42.05017109
PtX3LT,LT,New electrolysis507725640973672112406870287432,Hydrogen,29.49272513,LT,43.19067923
PtX4LT,LT,New electrolysis507725640973672112406870287432,Hydrogen,29.49272513,LT,43.19067923
PtX5LT,LT,New electrolysis507725640973672112406870287432,Hydrogen,29.49272513,LT,43.19067923
PtX6LT,LT,New electrolysis507725640973672112406870287432,Hydrogen,29.49272513,LT,43.19067923
PtX7LT,LT,New electrolysis507725640973672112406870287432,Hydrogen,29.49272513,LT,43.19067923
PtX8LT,LT,New electrolysis507725640973672112406870287432,Hydrogen,29.49272513,LT,43.19067923
PtX9LT,LT,New electrolysis507725640973672112406870287432,Hydrogen,29.49272513,LT,43.19067923
PtX10LT,LT,New electrolysis507725640973672112406870287432,Hydrogen,29.49272513,LT,43.19067923
PtX11LT,LT,New electrolysis507725640973672112406870287432,Hydrogen,29.49272513,LT,43.19067923
PtX12LT,LT,New electrolysis507725640973672112406870287432,Hydrogen,29.49272513,LT,43.19067923
PtX1HU,HU,Aquamarine,Hydrogen,0.469208211,HU,38.80618404
PtX2HU,HU,Matra power pant,Hydrogen,2.346041056,HU,44.91078852
PtX3HU,HU,Szazhalombatta refinery,Hydrogen,2.346041056,HU,37.76863117
PtX4HU,HU,BUKKABRANY PtG,Hydrogen,0.234604106,HU,46.69900066
PtX5HU,HU,New electrolysis507725640973672894156547068433,Hydrogen,234.6041056,HU,43.19067923
PtX1NL,NL,H2GO Energy Park OudeTonge  1st phase,Hydrogen,0.322249308,NL,45.26896343
PtX2NL,NL,H2GO Energy Park OudeTonge  2nd phase,Hydrogen,3.029143493,NL,40.97848832
PtX3NL,NL,NortH2 phase 1,Hydrogen,515.5988924,NL,41.26071361
PtX4NL,NL,Rozenburg Power2Gas Phase 2,Hydrogen,9.02E-04,NL,39.75060119
PtX5NL,NL,DNV KemaDNV GL,Hydrogen,1.29E-03,NL,37.62693496
PtX6NL,NL,Hystock EnergyStock,Hydrogen,0.128899723,NL,37.99729994
PtX7NL,NL,HyNetherlands 1st phase,Hydrogen,12.88997231,NL,39.51202069
PtX8NL,NL,HyNetherlands 2nd phase,Hydrogen,116.0097508,NL,43.17113907
PtX10NL,NL,Hydrogen Plant for Westereems Wind Farm RWE Eemshydrogen,Hydrogen,6.444986155,NL,36.28874745
PtX11NL,NL,Hemweg hub Amsterdam  Hy4Am,Hydrogen,1.288997231,NL,45.22368965
PtX12NL,NL,GreenH2UB 10 hubs of 310MW the first one Ref786,Hydrogen,12.24547369,NL,47.91563179
PtX13NL,NL,EThor,Methanol,5,NL,80.50733984
PtX14NL,NL,H Air Base Leeuwarden,Hydrogen,0.644498616,NL,46.47553072
PtX15NL,NL,Multiphly,Hydrogen,0.322249308,NL,45.78711137
PtX16NL,NL,Rozenburg Power2Gas Phase 1,Methane,0.007,NL,10.04315244
PtX17NL,NL,HyFLEETCUTE Amesterdam,Hydrogen,3.87E-02,NL,40.83364363
PtX18NL,NL,PosHYdon,Hydrogen,0.128899723,NL,43.0662422
PtX19NL,NL,Ameland,Hydrogen,0.128899723,NL,40.09019066
PtX20NL,NL,GldH2,Hydrogen,0.257799446,NL,45.02185277
PtX22NL,NL,Cyrus Smith,Hydrogen,2.58E-03,NL,41.98649208
PtX23NL,NL,Alliander Oosterwolde  solar park of GroenLeven,Hydrogen,0.180459612,NL,44.2058893
PtX24NL,NL,Holland Hydrogen  phase 1,Hydrogen,25.77994462,NL,45.92831623
PtX25NL,NL,GreenH2UB 1st hub Noord Brabant,Hydrogen,0.644498616,NL,44.89132575
PtX26NL,NL,Duwaal,Hydrogen,0.644498616,NL,41.64135598
PtX27NL,NL,Hysolar Green on Road  Nieuwegein,Hydrogen,0.322249308,NL,45.0860977
PtX28NL,NL,Hydrogenpilot Oosterwolde,Hydrogen,0.16756964,NL,47.36042292
PtX29NL,NL,HVision phase 1,Hydrogen,0.128899723,NL,41.73500198
PtX30NL,NL,GZI Next,Hydrogen,1.288997231,NL,44.0441893
PtX31NL,NL,DJEWELS Chemiepark  Delfzijl Phase 1,Hydrogen,2.577994462,NL,41.93981432
PtX32NL,NL,DJEWELS Chemiepark  Delfzijl Phase 2,Hydrogen,5.155988924,NL,40.72041156
PtX33NL,NL,H2ermes,Hydrogen,12.88997231,NL,39.34902175
PtX34NL,NL,Hydrogen 2 Magnum H2M,Hydrogen,0.128899723,NL,45.80153095
PtX35NL,NL,Shell heavy residue gasification CCU  Pernis refinery in 2024 the CCU project will become CCUS  ref1323  once Porthos project is available,Hydrogen,0.128899723,NL,41.43169479
PtX36NL,NL,Bio Energy Netherlands,Hydrogen,0.128899723,NL,39.95509722
PtX37NL,NL,Blue Hydrogen Den Helder,Hydrogen,0.128899723,NL,43.70680076
PtX39NL,NL,Producing Hydrogen by Gasification of Biomass in het Groene Hart  GH2,Hydrogen,0.128899723,NL,41.11860199
PtX40NL,NL,DJEWELS Chemiepark  Delfzijl Phase 3,Methanol,40,NL,79.55768688
PtX41NL,NL,Curthyl,Hydrogen,25.77994462,NL,42.18350552
PtX42NL,NL,Deltaurus 1,Hydrogen,19.33495847,NL,38.95757319
PtX43NL,NL,Deltaurus 3,Hydrogen,90.22980617,NL,46.25402057
PtX44NL,NL,Vlissingen  VoltH2  phase I,Hydrogen,3.222493078,NL,46.28737444
PtX46NL,NL,Uniper Maasvlakte phase I,Hydrogen,12.88997231,NL,39.13383749
PtX47NL,NL,Uniper Maasvlakte phase II,Hydrogen,51.55988924,NL,47.78738968
PtX48NL,NL,Synkero synfuels project,Hydrogen,12.88997231,NL,38.32196453
PtX49NL,NL,Zenid Initiative,Hydrogen,0.187742229,NL,43.87588485
PtX50NL,NL,SeaH2Land,Hydrogen,0.128899723,NL,43.35934279
PtX52NL,NL,Energiepark Eemshaven West phase I,Hydrogen,1.288997231,NL,47.97254834
PtX53NL,NL,Energiepark Eemshaven West phase II,Hydrogen,12.88997231,NL,46.43107546
PtX54NL,NL,ELYgator,Hydrogen,25.77994462,NL,43.96076218
PtX55NL,NL,Zeeland Refinery  H2ero,Hydrogen,19.33495847,NL,42.43822912
PtX56NL,NL,FUREC,Hydrogen,0.128899723,NL,45.66408378
PtX57NL,NL,BrigH2,Hydrogen,0.128899723,NL,45.74781808
PtX58NL,NL,Hydrogen Wind Turbine in Wieringerwerf,Hydrogen,0.644498616,NL,43.5667134
PtX59NL,NL,H2gateway,Hydrogen,0.128899723,NL,42.76781034
PtX60NL,NL,Shell heavy residue gasification CCUS  Pernis refinery ,Hydrogen,0.128899723,NL,46.83185422
PtX61NL,NL,Vlissingen  VoltH2  phase II,Hydrogen,9.667479233,NL,42.90406857
PtX62NL,NL,Terneuzen  VoltH2  phase I,Hydrogen,3.222493078,NL,41.54267284
PtX64NL,NL,Terneuzen  VoltH2  phase II,Hydrogen,7.089484771,NL,45.60728838
PtX65NL,NL,Air Liquide Botlek Rotterdam refinery Porthos CCS,Hydrogen,0.128899723,NL,47.19542251
PtX66NL,NL,Air Products Botlek Rotterdam refinery Porthos CCS,Hydrogen,0.128899723,NL,47.09950378
PtX67NL,NL,AMpHytrite demonstrator Port of Rotterdam phase 1,Hydrogen,1.288997231,NL,38.07934012
PtX68NL,NL,Holland Hydrogen  phase 2,Hydrogen,25.77994462,NL,44.9530263
PtX69NL,NL,H2era,Hydrogen,64.44986155,NL,42.27309811
PtX70NL,NL,VoltH2  Delfzijl,Hydrogen,6.444986155,NL,46.95187545
PtX72NL,NL,MoU Shell  Mitsubishi phase1,Ammonia,4197.741615,NL,21.70992665
PtX74NL,NL,Hynoca Alkmaar,Hydrogen,0.128899723,NL,45.87350864
PtX75NL,NL,H2UB Laren,Hydrogen,0.128899723,NL,42.1591589
PtX76NL,NL,Cleanup Gas,Hydrogen,0.128899723,NL,43.34929489
PtX77NL,NL,GROHW,Hydrogen,6.44E-02,NL,41.04803081
PtX81NL,NL,Ineratec Port of Amsterdam,Hydrogen,0.128899723,NL,47.39270998
PtX82NL,NL,Yara Sluiskil fertiliser,Ammonia,1,NL,27.169887
PtX83NL,NL,Lhyfe Delfzijl,Hydrogen,25.77994462,NL,47.42297083
PtX84NL,NL,Onyx plant  Port of Rotterdam,Hydrogen,0.128899723,NL,45.71803398
PtX85NL,NL,H2 production for a H2 Fuell station ,Hydrogen,0.128899723,NL,39.10713073
PtX87NL,NL,Oosterhorn Hydrogen project  Chemie Park Delfzijl,Hydrogen,2.577994462,NL,39.90452914
PtX88NL,NL,Eneco H2 project Rotterdam port area,Hydrogen,29.0024377,NL,40.3417889
